combat_type,defense_leader,season_id,counter_leader,counter_units,defense_units,seen,win_percent,avg_banners,raw_text,source_url,skipped_duplicate_team_count
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,STRANGER,"['STRANGER', 'MAULHATEFUELED', 'STARKILLER']","['STRANGER', 'MAULS7', 'STARKILLER']",308,96.0,52.84,Seen 308 Win % 96% Avg 52.84,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'BASTILASHAN', 'JEDIKNIGHTREVAN']","['STRANGER', 'MAULHATEFUELED', 'MAULS7']",279,94.0,53.58,Seen 279 Win % 94% Avg 53.58,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,LORDVADER,"['LORDVADER', 'APPO', 'OPERATIVE']","['STRANGER', 'MAULS7', 'STARKILLER']",835,94.0,49.55,Seen 835 Win % 94% Avg 49.55,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JABBATHEHUTT,"['JABBATHEHUTT', 'BOUSHH', 'KRRSANTAN']","['STRANGER', 'MAULS7', 'STARKILLER']",461,91.0,48.7,Seen 461 Win % 91% Avg 48.7,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'BASTILASHAN', 'JEDIKNIGHTREVAN']","['STRANGER', 'BARRISSOFFEE', 'STARKILLER']",210,90.0,50.78,Seen 210 Win % 90% Avg 50.78,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,LORDVADER,"['LORDVADER', 'APPO', 'OPERATIVE']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",11,89.0,47.44,Seen 11.8K Win % 89% Avg 47.44,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,QUEENAMIDALA,"['QUEENAMIDALA', 'MASTERQUIGON', 'PADAWANOBIWAN']","['STRANGER', 'MAULS7', 'STARKILLER']",348,83.0,46.58,Seen 348 Win % 83% Avg 46.58,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,THIRDSISTER,"['THIRDSISTER', 'GRANDINQUISITOR', 'SEVENTHSISTER']","['STRANGER', 'MAULS7', 'STARKILLER']",191,82.0,45.31,Seen 191 Win % 82% Avg 45.31,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'BASTILASHAN', 'JEDIKNIGHTREVAN']","['STRANGER', 'KYLORENUNMASKED', 'STARKILLER']",603,81.0,45.83,Seen 603 Win % 81% Avg 45.83,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHBANE,"['DARTHBANE', 'COUNTDOOKU']","['STRANGER', 'MAULS7', 'STARKILLER']",236,81.0,44.82,Seen 236 Win % 81% Avg 44.82,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'BASTILASHAN', 'JEDIKNIGHTREVAN']","['STRANGER', 'NINTHSISTER', 'STARKILLER']",223,78.0,43.63,Seen 223 Win % 78% Avg 43.63,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'JEDIKNIGHTREVAN', 'JOLEEBINDO']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",7391,77.0,43.51,"Seen 7,391 Win % 77% Avg 43.51",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'BASTILASHAN', 'JEDIKNIGHTREVAN']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",32,74.0,42.32,Seen 32.3K Win % 74% Avg 42.32,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,STRANGER,"['STRANGER', 'MAULHATEFUELED', 'STARKILLER']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",2471,72.0,39.3,"Seen 2,471 Win % 72% Avg 39.3",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLHONDO,"['GLHONDO', 'SM33', 'VANE']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",408,71.0,40.33,Seen 408 Win % 71% Avg 40.33,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'COMMANDERAHSOKA', 'GENERALKENOBI']","['STRANGER', 'MAULS7', 'STARKILLER']",521,70.0,38.39,Seen 521 Win % 70% Avg 38.39,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'DARTHBANE']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",2276,68.0,38.76,"Seen 2,276 Win % 68% Avg 38.76",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,QUEENAMIDALA,"['QUEENAMIDALA', 'MASTERQUIGON', 'PADAWANOBIWAN']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",3860,66.0,37.37,"Seen 3,860 Win % 66% Avg 37.37",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHBANE,"['DARTHBANE', 'SITHASSASSIN']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",239,60.0,33.22,Seen 239 Win % 60% Avg 33.22,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'DARTHMALAK', 'WATTAMBOR']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",458,60.0,30.95,Seen 458 Win % 60% Avg 30.95,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHBANE,"['DARTHBANE', 'SITHTROOPER']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",234,59.0,32.65,Seen 234 Win % 59% Avg 32.65,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'BASTILASHAN', 'JEDIKNIGHTREVAN']","['STRANGER', 'MAULS7', 'STARKILLER']",1806,59.0,32.61,"Seen 1,806 Win % 59% Avg 32.61",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'BASTILASHAN', 'JEDIKNIGHTREVAN']","['STRANGER', 'STARKILLER', 'TARONMALICOS']",208,58.0,32.05,Seen 208 Win % 58% Avg 32.05,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'GENERALHUX']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",1195,57.0,31.82,"Seen 1,195 Win % 57% Avg 31.82",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'JEDIKNIGHTREVAN', 'JOLEEBINDO']","['STRANGER', 'MAULS7', 'STARKILLER']",291,54.0,30.02,Seen 291 Win % 54% Avg 30.02,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHBANE,"['DARTHBANE', 'COUNTDOOKU']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",1051,46.0,25.6,"Seen 1,051 Win % 46% Avg 25.6",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'COMMANDERAHSOKA', 'GENERALKENOBI']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",2900,35.0,18.8,"Seen 2,900 Win % 35% Avg 18.8",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",658,34.0,19.01,Seen 658 Win % 34% Avg 19.01,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",205,34.0,19.02,Seen 205 Win % 34% Avg 19.02,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'SITHTROOPER', 'WATTAMBOR']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",319,33.0,17.21,Seen 319 Win % 33% Avg 17.21,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'COMMANDERAHSOKA', 'MACEWINDU']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",245,33.0,18.02,Seen 245 Win % 33% Avg 18.02,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'KYLORENUNMASKED']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",1333,27.0,14.61,"Seen 1,333 Win % 27% Avg 14.61",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,BAYLANSKOLL,"['BAYLANSKOLL', 'MARROK', 'SHINHATI']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",634,27.0,14.82,Seen 634 Win % 27% Avg 14.82,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JABBATHEHUTT,"['JABBATHEHUTT', 'BOUSHH', 'KRRSANTAN']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",1435,18.0,10.83,"Seen 1,435 Win % 18% Avg 10.83",https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,THIRDSISTER,"['THIRDSISTER', 'GRANDINQUISITOR', 'SEVENTHSISTER']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",916,17.0,9.73,Seen 916 Win % 17% Avg 9.73,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,STRANGER,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GRANDMASTERLUKE,"['GRANDMASTERLUKE', 'JEDIKNIGHTCAL', 'JEDIKNIGHTLUKE']","['STRANGER', 'MAULHATEFUELED', 'STARKILLER']",220,7.0,4.03,Seen 220 Win % 7% Avg 4.03,https://swgoh.gg/gac/counters/STRANGER/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,2
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,STRANGER,"['STRANGER', 'MAULHATEFUELED', 'STARKILLER']","['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTSISTERSPIRIT']",234,100.0,55.41,Seen 234 Win % 100% Avg 55.41,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'PAZVIZSLA']","['GREATMOTHERS', 'ASAJVENTRESS', 'MORGANELSBETH']",194,100.0,55.42,Seen 194 Win % 100% Avg 55.42,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'KYLORENUNMASKED']","['GREATMOTHERS', 'MERRIN', 'MORGANELSBETH']",152,100.0,55.87,Seen 152 Win % 100% Avg 55.87,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,LORDVADER,"['LORDVADER', 'APPO', 'OPERATIVE']","['GREATMOTHERS', 'MERRIN', 'MORGANELSBETH']",103,100.0,53.6,Seen 103 Win % 100% Avg 53.6,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GREATMOTHERS', 'MERRIN', 'MORGANELSBETH']",102,100.0,55.96,Seen 102 Win % 100% Avg 55.96,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'COMMANDERAHSOKA', 'GENERALKENOBI']","['GREATMOTHERS', 'ASAJVENTRESS', 'MORGANELSBETH']",88,100.0,55.94,Seen 88 Win % 100% Avg 55.94,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'THEMANDALORIANBESKARARMOR']","['GREATMOTHERS', 'ASAJJDARKDISCIPLE', 'MORGANELSBETH']",83,100.0,54.23,Seen 83 Win % 100% Avg 54.23,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'THEMANDALORIANBESKARARMOR']","['GREATMOTHERS', 'MERRIN', 'MORGANELSBETH']",1767,99.0,54.72,"Seen 1,767 Win % 99% Avg 54.72",https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'THEMANDALORIANBESKARARMOR']","['GREATMOTHERS', 'ASAJVENTRESS', 'MORGANELSBETH']",386,99.0,54.5,Seen 386 Win % 99% Avg 54.5,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'KYLORENUNMASKED']","['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTSISTERSPIRIT']",380,99.0,55.14,Seen 380 Win % 99% Avg 55.14,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'COMMANDERAHSOKA', 'GENERALKENOBI']","['GREATMOTHERS', 'MERRIN', 'MORGANELSBETH']",288,99.0,55.75,Seen 288 Win % 99% Avg 55.75,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'PAZVIZSLA']","['GREATMOTHERS', 'MERRIN', 'MORGANELSBETH']",856,99.0,55.29,Seen 856 Win % 99% Avg 55.29,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,LORDVADER,"['LORDVADER', 'APPO', 'OPERATIVE']","['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTSISTERSPIRIT']",350,99.0,53.46,Seen 350 Win % 99% Avg 53.46,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTSISTERSPIRIT']",348,99.0,55.17,Seen 348 Win % 99% Avg 55.17,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA']","['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTSISTERSPIRIT']",281,99.0,55.88,Seen 281 Win % 99% Avg 55.88,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'GENERALHUX']","['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTSISTERSPIRIT']",128,99.0,54.75,Seen 128 Win % 99% Avg 54.75,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'THEMANDALORIANBESKARARMOR']","['GREATMOTHERS', 'DEATHTROOPERPERIDEA', 'MORGANELSBETH']",252,99.0,53.74,Seen 252 Win % 99% Avg 53.74,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'GEONOSIANBROODALPHA', 'WATTAMBOR']","['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTSISTERSPIRIT']",124,99.0,50.8,Seen 124 Win % 99% Avg 50.8,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'THEMANDALORIANBESKARARMOR']","['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTSISTERZOMBIE']",104,99.0,54.11,Seen 104 Win % 99% Avg 54.11,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'COMMANDERAHSOKA', 'MACEWINDU']","['GREATMOTHERS', 'MERRIN', 'MORGANELSBETH']",93,98.0,55.82,Seen 93 Win % 98% Avg 55.82,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'THEMANDALORIANBESKARARMOR']","['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTTROOPER']",638,98.0,53.7,Seen 638 Win % 98% Avg 53.7,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,THIRDSISTER,"['THIRDSISTER', 'GRANDINQUISITOR', 'SEVENTHSISTER']","['GREATMOTHERS', 'ASAJVENTRESS', 'MORGANELSBETH']",86,98.0,55.08,Seen 86 Win % 98% Avg 55.08,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'WATTAMBOR']","['GREATMOTHERS', 'MERRIN', 'MORGANELSBETH']",154,98.0,54.25,Seen 154 Win % 98% Avg 54.25,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
characters,GREATMOTHERS,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHREVAN,"['DARTHREVAN', 'BASTILASHANDARK', 'DARTHMALAK']","['GREATMOTHERS', 'ASAJVENTRESS', 'MORGANELSBETH']",136,98.0,53.99,Seen 136 Win % 98% Avg 53.99,https://swgoh.gg/gac/counters/GREATMOTHERS/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,0
